5.00E+08,-9.91E+01,-1.49E+02
5.08E+08,-1.14E+02,1.78E+02
5.15E+08,-9.57E+01,-1.04E+02
5.23E+08,-1.03E+02,-1.49E+02
5.30E+08,-1.01E+02,-4.21E+01
5.38E+08,-1.10E+02,6.26E+01
5.45E+08,-1.08E+02,1.29E+02
5.53E+08,-1.09E+02,-1.55E+01
5.60E+08,-1.27E+02,-4.01E+00
5.68E+08,-1.06E+02,7.87E+00
5.75E+08,-1.02E+02,-2.37E+01
5.83E+08,-1.07E+02,-9.94E+01
5.90E+08,-1.03E+02,-1.15E+02
5.98E+08,-1.06E+02,6.78E+01
6.05E+08,-1.01E+02,3.51E+01
6.13E+08,-9.74E+01,6.19E+01
6.20E+08,-1.03E+02,-1.64E+02
6.28E+08,-1.07E+02,1.52E+02
6.35E+08,-1.03E+02,-1.52E+02
6.43E+08,-1.04E+02,1.56E+02
6.50E+08,-1.11E+02,1.04E+02
6.58E+08,-1.06E+02,-7.19E+01
6.65E+08,-1.18E+02,9.12E+01
6.73E+08,-9.99E+01,1.60E+02
6.80E+08,-9.93E+01,8.61E+01
6.88E+08,-1.02E+02,1.49E+02
6.95E+08,-9.82E+01,2.53E+01
7.03E+08,-9.25E+01,1.39E+01
7.10E+08,-8.31E+01,-2.27E+01
7.18E+08,-7.77E+01,-6.57E+01
7.25E+08,-7.12E+01,-1.09E+02
7.33E+08,-6.51E+01,-1.56E+02
7.40E+08,-6.00E+01,1.49E+02
7.48E+08,-5.66E+01,9.09E+01
7.55E+08,-5.44E+01,3.78E+01
7.63E+08,-5.25E+01,-1.26E+01
7.70E+08,-5.21E+01,-6.14E+01
7.78E+08,-5.18E+01,-1.01E+02
7.85E+08,-5.12E+01,-1.34E+02
7.93E+08,-5.01E+01,-1.69E+02
8.00E+08,-4.91E+01,1.57E+02
8.08E+08,-4.75E+01,1.27E+02
8.15E+08,-4.52E+01,9.05E+01
8.23E+08,-4.36E+01,4.99E+01
8.30E+08,-4.23E+01,1.03E+01
8.38E+08,-4.13E+01,-3.37E+01
8.45E+08,-4.14E+01,-7.75E+01
8.53E+08,-4.20E+01,-1.14E+02
8.60E+08,-4.22E+01,-1.49E+02
8.68E+08,-4.21E+01,1.78E+02
8.75E+08,-4.13E+01,1.44E+02
8.83E+08,-4.06E+01,1.03E+02
8.90E+08,-4.03E+01,6.21E+01
8.98E+08,-4.00E+01,2.05E+01
9.05E+08,-3.98E+01,-2.47E+01
9.13E+08,-4.00E+01,-6.77E+01
9.20E+08,-3.98E+01,-1.07E+02
9.28E+08,-3.93E+01,-1.45E+02
9.35E+08,-3.81E+01,-1.79E+02
9.43E+08,-3.60E+01,1.45E+02
9.50E+08,-3.37E+01,1.04E+02
9.58E+08,-3.24E+01,6.08E+01
9.65E+08,-3.16E+01,2.08E+01
9.73E+08,-3.11E+01,-1.79E+01
9.80E+08,-3.08E+01,-5.47E+01
9.88E+08,-3.10E+01,-8.86E+01
9.95E+08,-3.11E+01,-1.17E+02
1.00E+09,-3.10E+01,-1.43E+02
1.01E+09,-3.04E+01,-1.69E+02
1.02E+09,-2.95E+01,1.65E+02
1.03E+09,-2.85E+01,1.38E+02
1.03E+09,-2.76E+01,1.09E+02
1.04E+09,-2.69E+01,7.95E+01
1.05E+09,-2.62E+01,4.96E+01
1.06E+09,-2.58E+01,1.98E+01
1.06E+09,-2.54E+01,-1.01E+01
1.07E+09,-2.52E+01,-4.02E+01
1.08E+09,-2.54E+01,-6.92E+01
1.09E+09,-2.55E+01,-9.76E+01
1.09E+09,-2.57E+01,-1.24E+02
1.10E+09,-2.61E+01,-1.50E+02
1.11E+09,-2.63E+01,-1.74E+02
1.12E+09,-2.66E+01,1.63E+02
1.12E+09,-2.66E+01,1.41E+02
1.13E+09,-2.65E+01,1.19E+02
1.14E+09,-2.62E+01,9.55E+01
1.15E+09,-2.59E+01,7.24E+01
1.15E+09,-2.57E+01,5.09E+01
1.16E+09,-2.51E+01,2.94E+01
1.17E+09,-2.41E+01,6.49E+00
1.18E+09,-2.30E+01,-1.87E+01
1.18E+09,-2.20E+01,-4.77E+01
1.19E+09,-2.15E+01,-7.74E+01
1.20E+09,-2.12E+01,-1.08E+02
1.21E+09,-2.11E+01,-1.36E+02
1.21E+09,-2.07E+01,-1.64E+02
1.22E+09,-2.03E+01,1.67E+02
1.23E+09,-2.00E+01,1.35E+02
1.24E+09,-2.02E+01,1.02E+02
1.24E+09,-2.05E+01,7.16E+01
1.25E+09,-2.08E+01,4.04E+01
1.26E+09,-2.13E+01,1.05E+01
1.27E+09,-2.17E+01,-1.91E+01
1.27E+09,-2.21E+01,-4.87E+01
1.28E+09,-2.20E+01,-7.96E+01
1.29E+09,-2.22E+01,-1.13E+02
1.30E+09,-2.27E+01,-1.45E+02
1.30E+09,-2.30E+01,-1.77E+02
1.31E+09,-2.30E+01,1.51E+02
1.32E+09,-2.31E+01,1.16E+02
1.33E+09,-2.33E+01,8.36E+01
1.33E+09,-2.31E+01,5.23E+01
1.34E+09,-2.29E+01,1.86E+01
1.35E+09,-2.25E+01,-1.50E+01
1.36E+09,-2.23E+01,-5.08E+01
1.36E+09,-2.26E+01,-8.52E+01
1.37E+09,-2.29E+01,-1.14E+02
1.38E+09,-2.28E+01,-1.43E+02
1.39E+09,-2.25E+01,-1.72E+02
1.39E+09,-2.24E+01,1.59E+02
1.40E+09,-2.20E+01,1.32E+02
1.41E+09,-2.15E+01,1.03E+02
1.42E+09,-2.10E+01,7.29E+01
1.42E+09,-2.09E+01,4.28E+01
1.43E+09,-2.05E+01,1.35E+01
1.44E+09,-2.04E+01,-1.76E+01
1.45E+09,-2.06E+01,-4.88E+01
1.45E+09,-2.11E+01,-7.82E+01
1.46E+09,-2.15E+01,-1.06E+02
1.47E+09,-2.18E+01,-1.33E+02
1.48E+09,-2.22E+01,-1.61E+02
1.48E+09,-2.26E+01,1.73E+02
1.49E+09,-2.29E+01,1.47E+02
1.50E+09,-2.30E+01,1.20E+02
1.51E+09,-2.32E+01,9.21E+01
1.51E+09,-2.34E+01,6.31E+01
1.52E+09,-2.38E+01,3.36E+01
1.53E+09,-2.44E+01,2.79E+00
1.54E+09,-2.55E+01,-2.72E+01
1.54E+09,-2.66E+01,-5.31E+01
1.55E+09,-2.71E+01,-7.77E+01
1.56E+09,-2.73E+01,-1.06E+02
1.57E+09,-2.77E+01,-1.38E+02
1.57E+09,-2.86E+01,-1.70E+02
1.58E+09,-2.97E+01,1.58E+02
1.59E+09,-3.07E+01,1.28E+02
1.60E+09,-3.13E+01,9.89E+01
1.60E+09,-3.18E+01,6.62E+01
1.61E+09,-3.20E+01,3.30E+01
1.62E+09,-3.24E+01,-1.54E+00
1.63E+09,-3.29E+01,-3.50E+01
1.63E+09,-3.33E+01,-6.69E+01
1.64E+09,-3.37E+01,-9.69E+01
1.65E+09,-3.39E+01,-1.21E+02
1.66E+09,-3.35E+01,-1.45E+02
1.66E+09,-3.23E+01,-1.68E+02
1.67E+09,-3.11E+01,1.65E+02
1.68E+09,-3.01E+01,1.36E+02
1.69E+09,-2.93E+01,1.07E+02
1.69E+09,-2.87E+01,7.85E+01
1.70E+09,-2.82E+01,5.07E+01
1.71E+09,-2.78E+01,2.28E+01
1.72E+09,-2.77E+01,-4.33E+00
1.72E+09,-2.75E+01,-2.99E+01
1.73E+09,-2.70E+01,-5.48E+01
1.74E+09,-2.66E+01,-8.12E+01
1.75E+09,-2.63E+01,-1.09E+02
1.75E+09,-2.62E+01,-1.35E+02
1.76E+09,-2.61E+01,-1.62E+02
1.77E+09,-2.61E+01,1.72E+02
1.78E+09,-2.61E+01,1.46E+02
1.78E+09,-2.60E+01,1.19E+02
1.79E+09,-2.62E+01,9.22E+01
1.80E+09,-2.66E+01,6.70E+01
1.81E+09,-2.68E+01,4.26E+01
1.81E+09,-2.67E+01,1.85E+01
1.82E+09,-2.66E+01,-7.88E+00
1.83E+09,-2.67E+01,-3.62E+01
1.84E+09,-2.70E+01,-6.43E+01
1.84E+09,-2.75E+01,-9.13E+01
1.85E+09,-2.81E+01,-1.18E+02
1.86E+09,-2.88E+01,-1.43E+02
1.87E+09,-2.93E+01,-1.67E+02
1.87E+09,-2.94E+01,1.70E+02
1.88E+09,-2.94E+01,1.44E+02
1.89E+09,-2.94E+01,1.18E+02
1.90E+09,-2.94E+01,9.05E+01
1.90E+09,-2.95E+01,6.20E+01
1.91E+09,-2.97E+01,3.26E+01
1.92E+09,-3.01E+01,4.48E+00
1.93E+09,-3.06E+01,-2.26E+01
1.93E+09,-3.10E+01,-4.86E+01
1.94E+09,-3.10E+01,-7.30E+01
1.95E+09,-3.09E+01,-9.85E+01
1.96E+09,-3.07E+01,-1.24E+02
1.96E+09,-3.04E+01,-1.50E+02
1.97E+09,-3.03E+01,-1.76E+02
1.98E+09,-3.00E+01,1.61E+02
1.99E+09,-2.93E+01,1.37E+02
1.99E+09,-2.83E+01,1.13E+02
2.00E+09,-2.71E+01,8.60E+01
